id,language,task_type,prompt
prompt_0081,Spanish,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Employee"": {""uid"": 74, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Spanish.
</constraint>
"
prompt_0082,Polish,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Sensor"": {""uid"": 85, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Polish.
</constraint>
"
prompt_0083,Italian,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Node_Net. Class Name: WebSocketWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Italian.
</constraint>
"
prompt_0084,Spanish,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: User_Net. Class Name: UDPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Spanish.
</constraint>
"
prompt_0085,Korean,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u85
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Korean.
</constraint>
"
prompt_0086,Korean,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Product' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Korean.
</constraint>
"
prompt_0087,Arabic,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u106
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Arabic.
</constraint>
"
prompt_0088,Portuguese,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Employee' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Portuguese.
</constraint>
"
prompt_0089,Hindi,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Product"": {""uid"": 63, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Hindi.
</constraint>
"
prompt_0090,Italian,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Employee_Net. Class Name: TCPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Italian.
</constraint>
"
prompt_0091,French,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Client_Net. Class Name: UDPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in French.
</constraint>
"
prompt_0092,Italian,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Node"": {""uid"": 122, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Italian.
</constraint>
"
prompt_0093,Turkish,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Employee"": {""uid"": 116, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Turkish.
</constraint>
"
prompt_0094,Korean,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: NodeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Korean.
</constraint>
"
prompt_0095,French,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Product_Net. Class Name: WebSocketWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in French.
</constraint>
"
prompt_0096,Portuguese,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: ProductViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Portuguese.
</constraint>
"
prompt_0097,Swahili,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Employee"": {""uid"": 101, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Swahili.
</constraint>
"
prompt_0098,Korean,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'User' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Korean.
</constraint>
"
prompt_0099,Korean,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Employee"": {""uid"": 119, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Korean.
</constraint>
"
prompt_0100,Italian,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Client"": {""uid"": 64, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Italian.
</constraint>
"
prompt_0101,Swahili,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Sensor' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Swahili.
</constraint>
"
prompt_0102,German,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u56
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in German.
</constraint>
"
prompt_0103,Dutch,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: ClientViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Dutch.
</constraint>
"
prompt_0104,Polish,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Client' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Polish.
</constraint>
"
prompt_0105,Hindi,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""User"": {""uid"": 107, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Hindi.
</constraint>
"
